"gender_c" "age_c" "occupation_c" "population"
"1221" "Male" "Older than 23" "Studenten aan hoogescholen, athenaea, seminarien, clinische scholen, enz." 1391
"1222" "Male" "10 to 11" "Stukadoors en witters" 20
"1223" "Male" "12 to 15" "Stukadoors en witters" 63
"1224" "Male" "16 to 23 years" "Stukadoors en witters" 390
"1225" "Male" "Older than 23" "Stukadoors en witters" 1895
"1226" "Female" "Older than 23" "Stukadoors en witters" 4
"1227" "Male" "10 to 11" "Suiker- en pasteibakkers" 4
"1228" "Male" "12 to 15" "Suiker- en pasteibakkers" 26
"1229" "Male" "16 to 23 years" "Suiker- en pasteibakkers" 134
"1230" "Male" "Older than 23" "Suiker- en pasteibakkers" 1891
"1231" "Female" "Older than 23" "Suiker- en pasteibakkers" 18
"1232" "Male" "12 to 15" "Suikerraffinadeurs" 2
"1233" "Male" "16 to 23 years" "Suikerraffinadeurs" 20
"1234" "Male" "Older than 23" "Suikerraffinadeurs" 416
"1235" "Male" "16 to 23 years" "Surnumerairs bij de belasting, posterijen enz." 16
"1236" "Male" "Older than 23" "Surnumerairs bij de belasting, posterijen enz." 118
"1237" "Male" "16 to 23 years" "Taalmeesters, translateurs" 10
"1238" "Male" "Older than 23" "Taalmeesters, translateurs" 128
"1239" "Male" "16 to 23 years" "Tabak- en cigaren- fabriekanten" 514
"1240" "Female" "16 to 23 years" "Tabak- en cigaren- fabriekanten" 4
"1241" "Male" "Older than 23" "Tabak- en cigaren- fabriekanten" 1763
"1242" "Female" "Older than 23" "Tabak- en cigaren- fabriekanten" 12
"1243" "Male" "Younger than 10" "Tabak- en cigaren- kervers, knechts" 58
"1244" "Female" "Younger than 10" "Tabak- en cigaren- kervers, knechts" 6
"1245" "Male" "10 to 11" "Tabak- en cigaren- kervers, knechts" 314
"1246" "Female" "10 to 11" "Tabak- en cigaren- kervers, knechts" 12
"1247" "Male" "12 to 15" "Tabak- en cigaren- kervers, knechts" 2360
"1248" "Female" "12 to 15" "Tabak- en cigaren- kervers, knechts" 48
"1249" "Male" "16 to 23 years" "Tabak- en cigaren- kervers, knechts" 3435
"1250" "Female" "16 to 23 years" "Tabak- en cigaren- kervers, knechts" 68
"1251" "Male" "Older than 23" "Tabak- en cigaren- kervers, knechts" 4115
"1252" "Female" "Older than 23" "Tabak- en cigaren- kervers, knechts" 38
"1253" "Male" "16 to 23 years" "Tabak- en cigaren- verkoopers" 268
"1254" "Female" "16 to 23 years" "Tabak- en cigaren- verkoopers" 2
"1255" "Male" "Older than 23" "Tabak- en cigaren- verkoopers" 953
"1256" "Female" "Older than 23" "Tabak- en cigaren- verkoopers" 22
"1257" "Male" "12 to 15" "Tabaksplanters" 128
"1258" "Female" "12 to 15" "Tabaksplanters" 10
"1259" "Male" "16 to 23 years" "Tabaksplanters" 403
"1260" "Female" "16 to 23 years" "Tabaksplanters" 40
"1261" "Male" "Older than 23" "Tabaksplanters" 4197
"1262" "Female" "Older than 23" "Tabaksplanters" 194
"1263" "Male" "Younger than 10" "Tapijtfabriekanten en werklieden" 6
"1264" "Female" "Younger than 10" "Tapijtfabriekanten en werklieden" 4
"1265" "Male" "10 to 11" "Tapijtfabriekanten en werklieden" 16
"1266" "Female" "10 to 11" "Tapijtfabriekanten en werklieden" 6
"1267" "Male" "12 to 15" "Tapijtfabriekanten en werklieden" 44
"1268" "Female" "12 to 15" "Tapijtfabriekanten en werklieden" 16
"1269" "Male" "16 to 23 years" "Tapijtfabriekanten en werklieden" 121
"1270" "Female" "16 to 23 years" "Tapijtfabriekanten en werklieden" 30
"1271" "Male" "Older than 23" "Tapijtfabriekanten en werklieden" 498
"1272" "Female" "Older than 23" "Tapijtfabriekanten en werklieden" 24
"1273" "Male" "12 to 15" "Telegrafisten" 2
"1274" "Male" "16 to 23 years" "Telegrafisten" 46
"1275" "Male" "Older than 23" "Telegrafisten" 252
"1276" "Male" "Younger than 10" "Timmerlieden en kistenmakers" 4
"1277" "Male" "10 to 11" "Timmerlieden en kistenmakers" 205
"1278" "Male" "12 to 15" "Timmerlieden en kistenmakers" 6030
"1279" "Male" "16 to 23 years" "Timmerlieden en kistenmakers" 14787
"1280" "Male" "Older than 23" "Timmerlieden en kistenmakers" 51365
"1281" "Female" "Older than 23" "Timmerlieden en kistenmakers" 78
"1282" "Male" "10 to 11" "Tingieters" 2
"1283" "Male" "12 to 15" "Tingieters" 22
"1284" "Male" "16 to 23 years" "Tingieters" 59
"1285" "Male" "Older than 23" "Tingieters" 259
"1286" "Female" "Older than 23" "Tingieters" 2
"1287" "Male" "12 to 15" "Tol- en pontgaarders, sluiswachters" 6
"1288" "Male" "16 to 23 years" "Tol- en pontgaarders, sluiswachters" 34
"1289" "Male" "Older than 23" "Tol- en pontgaarders, sluiswachters" 2223
"1290" "Female" "Older than 23" "Tol- en pontgaarders, sluiswachters" 92
"1291" "Male" "Younger than 10" "Touwslagers" 8
"1292" "Male" "10 to 11" "Touwslagers" 60
"1293" "Female" "10 to 11" "Touwslagers" 2
"1294" "Male" "12 to 15" "Touwslagers" 580
"1295" "Female" "12 to 15" "Touwslagers" 2
"1296" "Male" "16 to 23 years" "Touwslagers" 1059
"1297" "Female" "16 to 23 years" "Touwslagers" 36
"1298" "Male" "Older than 23" "Touwslagers" 3451
"1299" "Female" "Older than 23" "Touwslagers" 48
"1300" "Male" "Older than 23" "Traanstokers" 2
"1301" "Male" "10 to 11" "Turf-, kolen- en koorndragers" 2
"1302" "Male" "12 to 15" "Turf-, kolen- en koorndragers" 26
"1303" "Male" "16 to 23 years" "Turf-, kolen- en koorndragers" 139
"1304" "Female" "16 to 23 years" "Turf-, kolen- en koorndragers" 4
"1305" "Male" "Older than 23" "Turf-, kolen- en koorndragers" 3171
"1306" "Female" "Older than 23" "Turf-, kolen- en koorndragers" 176
"1307" "Male" "Younger than 10" "Uitdragers en venters" 2
"1308" "Male" "10 to 11" "Uitdragers en venters" 6
"1309" "Male" "12 to 15" "Uitdragers en venters" 175
"1310" "Female" "12 to 15" "Uitdragers en venters" 21
"1311" "Male" "16 to 23 years" "Uitdragers en venters" 441
"1312" "Female" "16 to 23 years" "Uitdragers en venters" 110
"1313" "Male" "Older than 23" "Uitdragers en venters" 2228
"1314" "Female" "Older than 23" "Uitdragers en venters" 1072
"1315" "Male" "10 to 11" "Uurwerkmakers" 20
"1316" "Male" "12 to 15" "Uurwerkmakers" 305
"1317" "Male" "16 to 23 years" "Uurwerkmakers" 927
"1318" "Male" "Older than 23" "Uurwerkmakers" 3003
"1319" "Female" "Older than 23" "Uurwerkmakers" 18
"1320" "Male" "16 to 23 years" "Veeartsen" 10
"1321" "Male" "Older than 23" "Veeartsen" 660
"1322" "Male" "Younger than 10" "Veehouders-, paarden- en veeverkoopers" 8
"1323" "Male" "10 to 11" "Veehouders-, paarden- en veeverkoopers" 157
"1324" "Male" "12 to 15" "Veehouders-, paarden- en veeverkoopers" 3014
"1325" "Female" "12 to 15" "Veehouders-, paarden- en veeverkoopers" 196
"1326" "Male" "16 to 23 years" "Veehouders-, paarden- en veeverkoopers" 12152
"1327" "Female" "16 to 23 years" "Veehouders-, paarden- en veeverkoopers" 303
"1328" "Male" "Older than 23" "Veehouders-, paarden- en veeverkoopers" 45220
"1329" "Female" "Older than 23" "Veehouders-, paarden- en veeverkoopers" 3536
"1330" "Male" "12 to 15" "Veenlieden" 106
"1331" "Male" "16 to 23 years" "Veenlieden" 374
"1332" "Female" "16 to 23 years" "Veenlieden" 6
"1333" "Male" "Older than 23" "Veenlieden" 2055
"1334" "Female" "Older than 23" "Veenlieden" 48
"1335" "Male" "12 to 15" "Vellenblooters" 4
"1336" "Male" "16 to 23 years" "Vellenblooters" 2
"1337" "Male" "Older than 23" "Vellenblooters" 20
"1338" "Male" "16 to 23 years" "Vendumeesters" 2
"1339" "Male" "Older than 23" "Vendumeesters" 32
"1340" "Male" "Older than 23" "Verfhoutmolenaars" 8
"1341" "Male" "10 to 11" "Vergulders en lijstenmakers" 2
"1342" "Male" "12 to 15" "Vergulders en lijstenmakers" 44
"1343" "Male" "16 to 23 years" "Vergulders en lijstenmakers" 110
"1344" "Male" "Older than 23" "Vergulders en lijstenmakers" 388
"1345" "Female" "Older than 23" "Vergulders en lijstenmakers" 2
"1346" "Male" "12 to 15" "Verveeners" 2
"1347" "Male" "16 to 23 years" "Verveeners" 37
"1348" "Female" "16 to 23 years" "Verveeners" 2
"1349" "Male" "Older than 23" "Verveeners" 202
"1350" "Female" "Older than 23" "Verveeners" 18
"1351" "Male" "Older than 23" "Veteranen" 22
"1352" "Male" "16 to 23 years" "Villers" 10
"1353" "Male" "Older than 23" "Villers" 54
"1354" "Male" "12 to 15" "Vischdroogers en rookers" 2
"1355" "Male" "16 to 23 years" "Vischdroogers en rookers" 2
"1356" "Male" "Older than 23" "Vischdroogers en rookers" 152
"1357" "Female" "Older than 23" "Vischdroogers en rookers" 6
"1358" "Male" "12 to 15" "Vischverkoopers" 34
"1359" "Female" "12 to 15" "Vischverkoopers" 4
"1360" "Male" "16 to 23 years" "Vischverkoopers" 194
"1361" "Female" "16 to 23 years" "Vischverkoopers" 84
"1362" "Male" "Older than 23" "Vischverkoopers" 1576
"1363" "Female" "Older than 23" "Vischverkoopers" 802
"1364" "Male" "Younger than 10" "Visschers" 4
"1365" "Male" "10 to 11" "Visschers" 52
"1366" "Male" "12 to 15" "Visschers" 930
"1367" "Male" "16 to 23 years" "Visschers" 2184
"1368" "Male" "Older than 23" "Visschers" 10103
"1369" "Female" "Older than 23" "Visschers" 14
"1370" "Male" "10 to 11" "Vleeschhouwers en spekslagers" 16
"1371" "Male" "12 to 15" "Vleeschhouwers en spekslagers" 671
"1372" "Male" "16 to 23 years" "Vleeschhouwers en spekslagers" 2676
"1373" "Female" "16 to 23 years" "Vleeschhouwers en spekslagers" 6
"1374" "Male" "Older than 23" "Vleeschhouwers en spekslagers" 12809
"1375" "Female" "Older than 23" "Vleeschhouwers en spekslagers" 184
"1376" "Male" "Older than 23" "Voddenrapers" 4
"1377" "Male" "10 to 11" "Voerlieden, koetsiers, loopers, postknechten" 20
"1378" "Male" "12 to 15" "Voerlieden, koetsiers, loopers, postknechten" 297
"1379" "Male" "16 to 23 years" "Voerlieden, koetsiers, loopers, postknechten" 1520
"1380" "Male" "Older than 23" "Voerlieden, koetsiers, loopers, postknechten" 12135
"1381" "Female" "Older than 23" "Voerlieden, koetsiers, loopers, postknechten" 70
"1382" "Male" "Older than 23" "Vogelvangers" 4
"1383" "Male" "10 to 11" "Vogelverkoopers" 2
"1384" "Male" "12 to 15" "Vogelverkoopers" 8
"1385" "Male" "16 to 23 years" "Vogelverkoopers" 28
"1386" "Male" "Older than 23" "Vogelverkoopers" 350
"1387" "Female" "Older than 23" "Vogelverkoopers" 11
"1388" "Male" "Older than 23" "Volmolenaars" 2
"1389" "Male" "16 to 23 years" "Waagdragers" 8
"1390" "Male" "Older than 23" "Waagdragers" 250
"1391" "Male" "16 to 23 years" "Wafel- en poffertjesbakkers" 2
"1392" "Female" "16 to 23 years" "Wafel- en poffertjesbakkers" 2
"1393" "Male" "Older than 23" "Wafel- en poffertjesbakkers" 54
"1394" "Female" "Older than 23" "Wafel- en poffertjesbakkers" 58
"1395" "Male" "Older than 23" "Wasbleekers" 2
"1396" "Male" "16 to 23 years" "Wasdoekfabriekanten" 4
"1397" "Male" "Older than 23" "Wasdoekfabriekanten" 8
"1398" "Male" "16 to 23 years" "Water- en vuurverkoopers" 6
"1399" "Female" "16 to 23 years" "Water- en vuurverkoopers" 2
"1400" "Male" "Older than 23" "Water- en vuurverkoopers" 22
"1401" "Female" "Older than 23" "Water- en vuurverkoopers" 298
"1402" "Male" "16 to 23 years" "Waterbouwkundige leerlingen" 4
"1403" "Male" "Older than 23" "Waterbouwkundige leerlingen" 1
"1404" "Male" "10 to 11" "Watermolenaars" 2
"1405" "Male" "12 to 15" "Watermolenaars" 28
"1406" "Male" "16 to 23 years" "Watermolenaars" 104
"1407" "Male" "Older than 23" "Watermolenaars" 2116
"1408" "Female" "Older than 23" "Watermolenaars" 30
"1409" "Male" "12 to 15" "Wekkers" 2
"1410" "Male" "16 to 23 years" "Wekkers" 8
"1411" "Male" "Older than 23" "Wekkers" 104
"1412" "Female" "Older than 23" "Wekkers" 30
"1413" "Male" "10 to 11" "Werktuigkundigen en makers" 6
"1414" "Male" "12 to 15" "Werktuigkundigen en makers" 53
"1415" "Male" "16 to 23 years" "Werktuigkundigen en makers" 231
"1416" "Male" "Older than 23" "Werktuigkundigen en makers" 711
"1417" "Female" "Older than 23" "Werktuigkundigen en makers" 2
"1418" "Male" "Younger than 10" "Weverskammen-, spoel- en rietmakers" 2
"1419" "Female" "Younger than 10" "Weverskammen-, spoel- en rietmakers" 2
"1420" "Male" "10 to 11" "Weverskammen-, spoel- en rietmakers" 8
"1421" "Female" "10 to 11" "Weverskammen-, spoel- en rietmakers" 6
"1422" "Male" "12 to 15" "Weverskammen-, spoel- en rietmakers" 8
"1423" "Female" "12 to 15" "Weverskammen-, spoel- en rietmakers" 6
"1424" "Male" "16 to 23 years" "Weverskammen-, spoel- en rietmakers" 12
"1425" "Female" "16 to 23 years" "Weverskammen-, spoel- en rietmakers" 8
"1426" "Male" "Older than 23" "Weverskammen-, spoel- en rietmakers" 76
"1427" "Female" "Older than 23" "Weverskammen-, spoel- en rietmakers" 16
"1428" "Male" "10 to 11" "Wieldraaijers" 4
"1429" "Male" "12 to 15" "Wieldraaijers" 14
"1430" "Male" "16 to 23 years" "Wieldraaijers" 60
"1431" "Male" "Older than 23" "Wieldraaijers" 157
"1432" "Female" "Older than 23" "Wieldraaijers" 2
"1433" "Male" "Older than 23" "Wijndragers of kraankinderen" 18
"1434" "Male" "12 to 15" "Wijnhandelaren" 22
"1435" "Male" "16 to 23 years" "Wijnhandelaren" 200
"1436" "Male" "Older than 23" "Wijnhandelaren" 1510
"1437" "Female" "Older than 23" "Wijnhandelaren" 50
"1438" "Male" "Older than 23" "Zaadverkoopers" 4
"1439" "Male" "12 to 15" "Zaakwaarnemers" 6
"1440" "Male" "16 to 23 years" "Zaakwaarnemers" 265
"1441" "Female" "16 to 23 years" "Zaakwaarnemers" 2
"1442" "Male" "Older than 23" "Zaakwaarnemers" 5844
"1443" "Female" "Older than 23" "Zaakwaarnemers" 14
"1444" "Female" "10 to 11" "Zakkenmakers" 2
"1445" "Male" "12 to 15" "Zakkenmakers" 8
"1446" "Male" "16 to 23 years" "Zakkenmakers" 26
"1447" "Female" "16 to 23 years" "Zakkenmakers" 8
"1448" "Male" "Older than 23" "Zakkenmakers" 118
"1449" "Female" "Older than 23" "Zakkenmakers" 118
"1450" "Male" "Older than 23" "Zakkenverhuurders" 2
"1451" "Male" "Older than 23" "Zandverkoopers" 6
"1452" "Male" "10 to 11" "Zeeftenmakers" 6
"1453" "Male" "12 to 15" "Zeeftenmakers" 4
"1454" "Male" "16 to 23 years" "Zeeftenmakers" 11
"1455" "Male" "Older than 23" "Zeeftenmakers" 84
"1456" "Male" "Older than 23" "Zeehandelaars" 50
"1457" "Female" "Older than 23" "Zeehandelaars" 2
"1458" "Male" "10 to 11" "Zeelieden en mariniers beneden den rang van adelborst 1ste klasse" 3
"1459" "Male" "12 to 15" "Zeelieden en mariniers beneden den rang van adelborst 1ste klasse" 311
"1460" "Male" "16 to 23 years" "Zeelieden en mariniers beneden den rang van adelborst 1ste klasse" 2236
"1461" "Male" "Older than 23" "Zeelieden en mariniers beneden den rang van adelborst 1ste klasse" 4486
"1462" "Male" "16 to 23 years" "Zeelieden en mariniers van en boven den rang van adelborst 1ste kl." 60
"1463" "Male" "Older than 23" "Zeelieden en mariniers van en boven den rang van adelborst 1ste kl." 356
"1464" "Male" "16 to 23 years" "Zeemtouwers" 6
"1465" "Male" "Older than 23" "Zeemtouwers" 64
"1466" "Male" "10 to 11" "Zeepzieders" 4
"1467" "Male" "12 to 15" "Zeepzieders" 56
"1468" "Male" "16 to 23 years" "Zeepzieders" 66
"1469" "Male" "Older than 23" "Zeepzieders" 395
"1470" "Male" "12 to 15" "Zeevaartscholen te Amsterdam en Groningen (leerlingen aan de)" 15
"1471" "Male" "16 to 23 years" "Zeevaartscholen te Amsterdam en Groningen (leerlingen aan de)" 173
"1472" "Female" "12 to 15" "Ziekenoppassers" 2
"1473" "Male" "16 to 23 years" "Ziekenoppassers" 8
"1474" "Female" "16 to 23 years" "Ziekenoppassers" 6
"1475" "Male" "Older than 23" "Ziekenoppassers" 178
"1476" "Female" "Older than 23" "Ziekenoppassers" 12
"1477" "Male" "Older than 23" "Zijdefabriekanten" 1
"1478" "Male" "12 to 15" "Zoutzieders" 6
"1479" "Male" "16 to 23 years" "Zoutzieders" 24
"1480" "Male" "Older than 23" "Zoutzieders" 297
"1481" "Female" "Older than 23" "Zoutzieders" 10
"1482" "Male" "12 to 15" "Zwaardvegers" 6
"1483" "Male" "16 to 23 years" "Zwaardvegers" 6
"1484" "Male" "Older than 23" "Zwaardvegers" 92
"1485" "Male" "Older than 23" "Zwavelmakers" 8
"1486" "Female" "Older than 23" "Zwavelmakers" 2
"1487" "Male" "16 to 23 years" "Zwavelstokkenmakers en verkoopers" 4
"1488" "Female" "16 to 23 years" "Zwavelstokkenmakers en verkoopers" 2
"1489" "Male" "Older than 23" "Zwavelstokkenmakers en verkoopers" 30
"1490" "Female" "Older than 23" "Zwavelstokkenmakers en verkoopers" 4
