"occupation_label","province_label","sex_label","age_label","population"
"Landbouwarbeiders","DRENTHE","Vrouwen","21-24 jaar",185
"Overige handarbeiders ","DRENTHE","Vrouwen","21-24 jaar",1493
"Totaal","DRENTHE","Vrouwen","21-24 jaar",4265
"Bedrijfshoofden Nijverheid","OVERIJSSEL","Vrouwen","21-24 jaar",107
"Bedrijfshoofden Landbouw","OVERIJSSEL","Vrouwen","21-24 jaar",13
"Bedrijfshoofden Winkels","OVERIJSSEL","Vrouwen","21-24 jaar",5
"Bedrijfshoofden Overige","OVERIJSSEL","Vrouwen","21-24 jaar",7
"Medew.gezinsleden","OVERIJSSEL","Vrouwen","21-24 jaar",2537
"Vrije beroepen","OVERIJSSEL","Vrouwen","21-24 jaar",7
"Employé's","OVERIJSSEL","Vrouwen","21-24 jaar",2948
"Landbouwarbeiders","OVERIJSSEL","Vrouwen","21-24 jaar",380
"Overige handarbeiders ","OVERIJSSEL","Vrouwen","21-24 jaar",6279
"Totaal","OVERIJSSEL","Vrouwen","21-24 jaar",12283
"Bedrijfshoofden Nijverheid","GELDERLAND","Vrouwen","21-24 jaar",273
"Bedrijfshoofden Landbouw","GELDERLAND","Vrouwen","21-24 jaar",8
"Bedrijfshoofden Winkels","GELDERLAND","Vrouwen","21-24 jaar",10
"Bedrijfshoofden Overige","GELDERLAND","Vrouwen","21-24 jaar",12
"Medew.gezinsleden","GELDERLAND","Vrouwen","21-24 jaar",3595
"Vrije beroepen","GELDERLAND","Vrouwen","21-24 jaar",20
"Employé's","GELDERLAND","Vrouwen","21-24 jaar",4887
"Landbouwarbeiders","GELDERLAND","Vrouwen","21-24 jaar",304
"Overige handarbeiders ","GELDERLAND","Vrouwen","21-24 jaar",7771
"Totaal","GELDERLAND","Vrouwen","21-24 jaar",16880
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","21-24 jaar",86
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","21-24 jaar",6
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","21-24 jaar",5
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","21-24 jaar",5
"Medew.gezinsleden","UTRECHT","Vrouwen","21-24 jaar",936
"Vrije beroepen","UTRECHT","Vrouwen","21-24 jaar",15
"Employé's","UTRECHT","Vrouwen","21-24 jaar",3765
"Landbouwarbeiders","UTRECHT","Vrouwen","21-24 jaar",83
"Overige handarbeiders ","UTRECHT","Vrouwen","21-24 jaar",4275
"Totaal","UTRECHT","Vrouwen","21-24 jaar",9176
"Bedrijfshoofden Nijverheid","NOORDHOLLAND","Vrouwen","21-24 jaar",314
"Bedrijfshoofden Landbouw","NOORDHOLLAND","Vrouwen","21-24 jaar",1
"Bedrijfshoofden Winkels","NOORDHOLLAND","Vrouwen","21-24 jaar",23
"Bedrijfshoofden Nijverheid","GRONINGEN","Vrouwen","21-24 jaar",106
"Bedrijfshoofden Overige","NOORDHOLLAND","Vrouwen","21-24 jaar",35
"Medew.gezinsleden","NOORDHOLLAND","Vrouwen","21-24 jaar",1744
"Vrije beroepen","NOORDHOLLAND","Vrouwen","21-24 jaar",126
"Employé's","NOORDHOLLAND","Vrouwen","21-24 jaar",12721
"Landbouwarbeiders","NOORDHOLLAND","Vrouwen","21-24 jaar",47
"Overige handarbeiders ","NOORDHOLLAND","Vrouwen","21-24 jaar",13914
"Totaal","NOORDHOLLAND","Vrouwen","21-24 jaar",28925
"Bedrijfshoofden Nijverheid","ZUIDHOLLAND","Vrouwen","21-24 jaar",446
"Bedrijfshoofden Landbouw","ZUIDHOLLAND","Vrouwen","21-24 jaar",6
"Bedrijfshoofden Winkels","ZUIDHOLLAND","Vrouwen","21-24 jaar",22
"Bedrijfshoofden Landbouw","GRONINGEN","Vrouwen","21-24 jaar",4
"Bedrijfshoofden Overige","ZUIDHOLLAND","Vrouwen","21-24 jaar",19
"Medew.gezinsleden","ZUIDHOLLAND","Vrouwen","21-24 jaar",2437
"Vrije beroepen","ZUIDHOLLAND","Vrouwen","21-24 jaar",85
"Employé's","ZUIDHOLLAND","Vrouwen","21-24 jaar",16621
"Landbouwarbeiders","ZUIDHOLLAND","Vrouwen","21-24 jaar",146
"Overige handarbeiders ","ZUIDHOLLAND","Vrouwen","21-24 jaar",14770
"Totaal","ZUIDHOLLAND","Vrouwen","21-24 jaar",34552
"Bedrijfshoofden Nijverheid","ZEELAND","Vrouwen","21-24 jaar",42
"Bedrijfshoofden Landbouw","ZEELAND","Vrouwen","21-24 jaar",2
"Bedrijfshoofden Winkels","ZEELAND","Vrouwen","21-24 jaar",6
"Bedrijfshoofden Winkels","GRONINGEN","Vrouwen","21-24 jaar",1
"Bedrijfshoofden Overige","ZEELAND","Vrouwen","21-24 jaar",0
"Medew.gezinsleden","ZEELAND","Vrouwen","21-24 jaar",952
"Vrije beroepen","ZEELAND","Vrouwen","21-24 jaar",6
"Employé's","ZEELAND","Vrouwen","21-24 jaar",868
"Landbouwarbeiders","ZEELAND","Vrouwen","21-24 jaar",134
"Overige handarbeiders ","ZEELAND","Vrouwen","21-24 jaar",1290
"Totaal","ZEELAND","Vrouwen","21-24 jaar",3300
"Bedrijfshoofden Nijverheid","NOORDBRABANT","Vrouwen","21-24 jaar",282
"Bedrijfshoofden Landbouw","NOORDBRABANT","Vrouwen","21-24 jaar",38
"Bedrijfshoofden Winkels","NOORDBRABANT","Vrouwen","21-24 jaar",18
"Bedrijfshoofden Overige","GRONINGEN","Vrouwen","25-39 jaar",62
"Bedrijfshoofden Overige","NOORDBRABANT","Vrouwen","25-39 jaar",109
"Medew.gezinsleden","NOORDBRABANT","Vrouwen","25-39 jaar",11550
"Vrije beroepen","NOORDBRABANT","Vrouwen","25-39 jaar",66
"Employé's","NOORDBRABANT","Vrouwen","25-39 jaar",7893
"Landbouwarbeiders","NOORDBRABANT","Vrouwen","25-39 jaar",307
"Overige handarbeiders ","NOORDBRABANT","Vrouwen","25-39 jaar",8998
"Totaal","NOORDBRABANT","Vrouwen","25-39 jaar",29968
"Bedrijfshoofden Nijverheid","LIMBURG","Vrouwen","25-39 jaar",520
"Bedrijfshoofden Landbouw","LIMBURG","Vrouwen","25-39 jaar",186
"Bedrijfshoofden Winkels","LIMBURG","Vrouwen","25-39 jaar",207
"Medew.gezinsleden","GRONINGEN","Vrouwen","25-39 jaar",3635
"Bedrijfshoofden Overige","LIMBURG","Vrouwen","25-39 jaar",76
"Medew.gezinsleden","LIMBURG","Vrouwen","25-39 jaar",7162
"Vrije beroepen","LIMBURG","Vrouwen","25-39 jaar",36
"Employé's","LIMBURG","Vrouwen","25-39 jaar",3862
"Landbouwarbeiders","LIMBURG","Vrouwen","25-39 jaar",256
"Overige handarbeiders ","LIMBURG","Vrouwen","25-39 jaar",4332
"Totaal","LIMBURG","Vrouwen","25-39 jaar",16637
"Bedrijfshoofden Nijverheid","AMSTERDAM","Vrouwen","25-39 jaar",629
"Bedrijfshoofden Landbouw","AMSTERDAM","Vrouwen","25-39 jaar",3
"Bedrijfshoofden Winkels","AMSTERDAM","Vrouwen","25-39 jaar",237
"Vrije beroepen","GRONINGEN","Vrouwen","25-39 jaar",46
"Bedrijfshoofden Overige","AMSTERDAM","Vrouwen","25-39 jaar",309
"Medew.gezinsleden","AMSTERDAM","Vrouwen","25-39 jaar",2272
"Vrije beroepen","AMSTERDAM","Vrouwen","25-39 jaar",561
"Employé's","AMSTERDAM","Vrouwen","25-39 jaar",11293
"Landbouwarbeiders","AMSTERDAM","Vrouwen","25-39 jaar",7
"Overige handarbeiders ","AMSTERDAM","Vrouwen","25-39 jaar",10474
"Totaal","AMSTERDAM","Vrouwen","25-39 jaar",25785
"Bedrijfshoofden Nijverheid","ROTTERDAM","Vrouwen","25-39 jaar",400
"Bedrijfshoofden Landbouw","ROTTERDAM","Vrouwen","25-39 jaar",1
"Bedrijfshoofden Winkels","ROTTERDAM","Vrouwen","25-39 jaar",129
"Employé's","GRONINGEN","Vrouwen","25-39 jaar",2742
"Bedrijfshoofden Overige","ROTTERDAM","Vrouwen","25-39 jaar",83
"Medew.gezinsleden","ROTTERDAM","Vrouwen","25-39 jaar",1601
"Vrije beroepen","ROTTERDAM","Vrouwen","25-39 jaar",107
"Employé's","ROTTERDAM","Vrouwen","25-39 jaar",6267
"Landbouwarbeiders","ROTTERDAM","Vrouwen","25-39 jaar",4
"Overige handarbeiders ","ROTTERDAM","Vrouwen","25-39 jaar",5157
"Totaal","ROTTERDAM","Vrouwen","25-39 jaar",13749
"Bedrijfshoofden Nijverheid","s-Gravenhage","Vrouwen","25-39 jaar",418
"Bedrijfshoofden Landbouw","s-Gravenhage","Vrouwen","25-39 jaar",0
"Bedrijfshoofden Winkels","s-Gravenhage","Vrouwen","25-39 jaar",143
"Landbouwarbeiders","GRONINGEN","Vrouwen","25-39 jaar",171
"Bedrijfshoofden Overige","s-Gravenhage","Vrouwen","25-39 jaar",164
"Medew.gezinsleden","s-Gravenhage","Vrouwen","25-39 jaar",1420
"Vrije beroepen","s-Gravenhage","Vrouwen","25-39 jaar",252
"Employé's","s-Gravenhage","Vrouwen","25-39 jaar",9597
"Landbouwarbeiders","s-Gravenhage","Vrouwen","25-39 jaar",0
"Overige handarbeiders ","s-Gravenhage","Vrouwen","25-39 jaar",5881
"Totaal","s-Gravenhage","Vrouwen","25-39 jaar",17875
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","25-39 jaar",84
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","25-39 jaar",1
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","25-39 jaar",50
"Overige handarbeiders ","GRONINGEN","Vrouwen","25-39 jaar",3403
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","25-39 jaar",44
"Medew.gezinsleden","UTRECHT","Vrouwen","25-39 jaar",699
"Vrije beroepen","UTRECHT","Vrouwen","25-39 jaar",63
"Employé's","UTRECHT","Vrouwen","25-39 jaar",2579
"Landbouwarbeiders","UTRECHT","Vrouwen","25-39 jaar",3
"Overige handarbeiders ","UTRECHT","Vrouwen","25-39 jaar",1889
"Totaal","UTRECHT","Vrouwen","25-39 jaar",5412
"Totaal","GRONINGEN","Vrouwen","25-39 jaar",10388
"Bedrijfshoofden Nijverheid","FRIESLAND","Vrouwen","25-39 jaar",124
"Bedrijfshoofden Landbouw","FRIESLAND","Vrouwen","25-39 jaar",61
"Bedrijfshoofden Winkels","FRIESLAND","Vrouwen","25-39 jaar",71
"Bedrijfshoofden Overige","FRIESLAND","Vrouwen","25-39 jaar",55
"Medew.gezinsleden","FRIESLAND","Vrouwen","25-39 jaar",4387
"Vrije beroepen","FRIESLAND","Vrouwen","25-39 jaar",33
"Employé's","FRIESLAND","Vrouwen","25-39 jaar",2065
"Landbouwarbeiders","FRIESLAND","Vrouwen","25-39 jaar",125
"Overige handarbeiders ","FRIESLAND","Vrouwen","25-39 jaar",2643
"Totaal","FRIESLAND","Vrouwen","25-39 jaar",9564
"Bedrijfshoofden Nijverheid","DRENTHE","Vrouwen","25-39 jaar",71
"Bedrijfshoofden Landbouw","DRENTHE","Vrouwen","25-39 jaar",43
"Bedrijfshoofden Winkels","DRENTHE","Vrouwen","25-39 jaar",35
"Bedrijfshoofden Overige","DRENTHE","Vrouwen","25-39 jaar",18
"Medew.gezinsleden","DRENTHE","Vrouwen","25-39 jaar",4982
"Vrije beroepen","DRENTHE","Vrouwen","25-39 jaar",15
"Employé's","DRENTHE","Vrouwen","25-39 jaar",1172
"Landbouwarbeiders","DRENTHE","Vrouwen","25-39 jaar",364
"Overige handarbeiders ","DRENTHE","Vrouwen","25-39 jaar",1234
"Totaal","DRENTHE","Vrouwen","25-39 jaar",7934
"Bedrijfshoofden Nijverheid","OVERIJSSEL","Vrouwen","25-39 jaar",270
"Bedrijfshoofden Landbouw","OVERIJSSEL","Vrouwen","25-39 jaar",106
"Bedrijfshoofden Winkels","OVERIJSSEL","Vrouwen","25-39 jaar",159
"Bedrijfshoofden Overige","OVERIJSSEL","Vrouwen","25-39 jaar",72
"Medew.gezinsleden","OVERIJSSEL","Vrouwen","25-39 jaar",8295
"Vrije beroepen","OVERIJSSEL","Vrouwen","25-39 jaar",38
"Employé's","OVERIJSSEL","Vrouwen","25-39 jaar",3649
"Landbouwarbeiders","OVERIJSSEL","Vrouwen","25-39 jaar",1060
"Overige handarbeiders ","OVERIJSSEL","Vrouwen","25-39 jaar",6307
"Totaal","OVERIJSSEL","Vrouwen","25-39 jaar",19956
"Bedrijfshoofden Nijverheid","GELDERLAND","Vrouwen","25-39 jaar",474
"Bedrijfshoofden Landbouw","GELDERLAND","Vrouwen","25-39 jaar",206
"Bedrijfshoofden Winkels","GELDERLAND","Vrouwen","25-39 jaar",227
"Bedrijfshoofden Overige","GELDERLAND","Vrouwen","25-39 jaar",172
"Medew.gezinsleden","GELDERLAND","Vrouwen","25-39 jaar",12315
"Vrije beroepen","GELDERLAND","Vrouwen","25-39 jaar",100
"Employé's","GELDERLAND","Vrouwen","25-39 jaar",6642
"Landbouwarbeiders","GELDERLAND","Vrouwen","25-39 jaar",992
"Overige handarbeiders ","GELDERLAND","Vrouwen","25-39 jaar",7544
"Totaal","GELDERLAND","Vrouwen","25-39 jaar",28672
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","25-39 jaar",253
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","25-39 jaar",54
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","25-39 jaar",119
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","25-39 jaar",110
"Medew.gezinsleden","UTRECHT","Vrouwen","25-39 jaar",3535
"Vrije beroepen","UTRECHT","Vrouwen","25-39 jaar",127
"Employé's","UTRECHT","Vrouwen","25-39 jaar",5376
"Landbouwarbeiders","UTRECHT","Vrouwen","25-39 jaar",94
"Overige handarbeiders ","UTRECHT","Vrouwen","25-39 jaar",4895
"Totaal","UTRECHT","Vrouwen","25-39 jaar",14563
"Bedrijfshoofden Nijverheid","NOORDHOLLAND","Vrouwen","25-39 jaar",1035
"Bedrijfshoofden Landbouw","NOORDHOLLAND","Vrouwen","25-39 jaar",48
"Bedrijfshoofden Winkels","NOORDHOLLAND","Vrouwen","25-39 jaar",470
"Bedrijfshoofden Nijverheid","GRONINGEN","Vrouwen","25-39 jaar",209
"Bedrijfshoofden Overige","NOORDHOLLAND","Vrouwen","25-39 jaar",456
"Medew.gezinsleden","NOORDHOLLAND","Vrouwen","25-39 jaar",7157
"Vrije beroepen","NOORDHOLLAND","Vrouwen","25-39 jaar",796
"Employé's","NOORDHOLLAND","Vrouwen","25-39 jaar",19421
"Landbouwarbeiders","NOORDHOLLAND","Vrouwen","25-39 jaar",64
"Overige handarbeiders ","NOORDHOLLAND","Vrouwen","25-39 jaar",18576
"Totaal","NOORDHOLLAND","Vrouwen","25-39 jaar",48023
"Bedrijfshoofden Nijverheid","ZUIDHOLLAND","Vrouwen","25-39 jaar",1223
"Bedrijfshoofden Landbouw","ZUIDHOLLAND","Vrouwen","25-39 jaar",67
"Bedrijfshoofden Winkels","ZUIDHOLLAND","Vrouwen","25-39 jaar",492
"Bedrijfshoofden Landbouw","GRONINGEN","Vrouwen","25-39 jaar",47
"Bedrijfshoofden Overige","ZUIDHOLLAND","Vrouwen","25-39 jaar",384
"Medew.gezinsleden","ZUIDHOLLAND","Vrouwen","25-39 jaar",8798
"Vrije beroepen","ZUIDHOLLAND","Vrouwen","25-39 jaar",496
"Employé's","ZUIDHOLLAND","Vrouwen","25-39 jaar",23904
"Landbouwarbeiders","ZUIDHOLLAND","Vrouwen","25-39 jaar",142
"Overige handarbeiders ","ZUIDHOLLAND","Vrouwen","25-39 jaar",18902
"Totaal","ZUIDHOLLAND","Vrouwen","25-39 jaar",54408
"Bedrijfshoofden Nijverheid","ZEELAND","Vrouwen","25-39 jaar",75
"Bedrijfshoofden Landbouw","ZEELAND","Vrouwen","25-39 jaar",39
"Bedrijfshoofden Winkels","ZEELAND","Vrouwen","25-39 jaar",73
"Bedrijfshoofden Winkels","GRONINGEN","Vrouwen","25-39 jaar",73
"Bedrijfshoofden Overige","ZEELAND","Vrouwen","25-39 jaar",46
"Medew.gezinsleden","ZEELAND","Vrouwen","25-39 jaar",2706
"Vrije beroepen","ZEELAND","Vrouwen","25-39 jaar",22
"Employé's","ZEELAND","Vrouwen","25-39 jaar",1128
"Landbouwarbeiders","ZEELAND","Vrouwen","25-39 jaar",165
"Overige handarbeiders ","ZEELAND","Vrouwen","25-39 jaar",1333
"Totaal","ZEELAND","Vrouwen","25-39 jaar",5587
"Bedrijfshoofden Nijverheid","NOORDBRABANT","Vrouwen","25-39 jaar",526
"Bedrijfshoofden Landbouw","NOORDBRABANT","Vrouwen","25-39 jaar",243
"Bedrijfshoofden Winkels","NOORDBRABANT","Vrouwen","25-39 jaar",276
"Bedrijfshoofden Overige","GRONINGEN","Vrouwen","40-49 jaar",106
"Bedrijfshoofden Overige","NOORDBRABANT","Vrouwen","40-49 jaar",225
"Medew.gezinsleden","NOORDBRABANT","Vrouwen","40-49 jaar",6297
"Vrije beroepen","NOORDBRABANT","Vrouwen","40-49 jaar",23
"Employé's","NOORDBRABANT","Vrouwen","40-49 jaar",2534
"Landbouwarbeiders","NOORDBRABANT","Vrouwen","40-49 jaar",127
"Overige handarbeiders ","NOORDBRABANT","Vrouwen","40-49 jaar",2673
"Totaal","NOORDBRABANT","Vrouwen","40-49 jaar",13021
"Bedrijfshoofden Nijverheid","LIMBURG","Vrouwen","40-49 jaar",179
"Bedrijfshoofden Landbouw","LIMBURG","Vrouwen","40-49 jaar",253
"Bedrijfshoofden Winkels","LIMBURG","Vrouwen","40-49 jaar",289
"Medew.gezinsleden","GRONINGEN","Vrouwen","40-49 jaar",2428
"Bedrijfshoofden Overige","LIMBURG","Vrouwen","40-49 jaar",114
"Medew.gezinsleden","LIMBURG","Vrouwen","40-49 jaar",4115
"Vrije beroepen","LIMBURG","Vrouwen","40-49 jaar",12
"Employé's","LIMBURG","Vrouwen","40-49 jaar",1456
"Landbouwarbeiders","LIMBURG","Vrouwen","40-49 jaar",112
"Overige handarbeiders ","LIMBURG","Vrouwen","40-49 jaar",1643
"Totaal","LIMBURG","Vrouwen","40-49 jaar",8173
"Bedrijfshoofden Nijverheid","AMSTERDAM","Vrouwen","40-49 jaar",431
"Bedrijfshoofden Landbouw","AMSTERDAM","Vrouwen","40-49 jaar",3
"Bedrijfshoofden Winkels","AMSTERDAM","Vrouwen","40-49 jaar",290
"Vrije beroepen","GRONINGEN","Vrouwen","40-49 jaar",18
"Bedrijfshoofden Overige","AMSTERDAM","Vrouwen","40-49 jaar",509
"Medew.gezinsleden","AMSTERDAM","Vrouwen","40-49 jaar",1858
"Vrije beroepen","AMSTERDAM","Vrouwen","40-49 jaar",222
"Employé's","AMSTERDAM","Vrouwen","40-49 jaar",4785
"Landbouwarbeiders","AMSTERDAM","Vrouwen","40-49 jaar",3
"Overige handarbeiders ","AMSTERDAM","Vrouwen","40-49 jaar",4664
"Totaal","AMSTERDAM","Vrouwen","40-49 jaar",12765
"Bedrijfshoofden Nijverheid","ROTTERDAM","Vrouwen","40-49 jaar",206
"Bedrijfshoofden Landbouw","ROTTERDAM","Vrouwen","40-49 jaar",4
"Bedrijfshoofden Winkels","ROTTERDAM","Vrouwen","40-49 jaar",205
"Employé's","GRONINGEN","Vrouwen","40-49 jaar",940
"Bedrijfshoofden Overige","ROTTERDAM","Vrouwen","40-49 jaar",195
"Medew.gezinsleden","ROTTERDAM","Vrouwen","40-49 jaar",1208
"Vrije beroepen","ROTTERDAM","Vrouwen","40-49 jaar",32
"Employé's","ROTTERDAM","Vrouwen","40-49 jaar",2681
"Landbouwarbeiders","ROTTERDAM","Vrouwen","40-49 jaar",3
"Overige handarbeiders ","ROTTERDAM","Vrouwen","40-49 jaar",2216
"Totaal","ROTTERDAM","Vrouwen","40-49 jaar",6750
"Bedrijfshoofden Nijverheid","s-Gravenhage","Vrouwen","40-49 jaar",275
"Bedrijfshoofden Landbouw","s-Gravenhage","Vrouwen","40-49 jaar",4
"Bedrijfshoofden Winkels","s-Gravenhage","Vrouwen","40-49 jaar",232
"Landbouwarbeiders","GRONINGEN","Vrouwen","40-49 jaar",112
"Bedrijfshoofden Overige","s-Gravenhage","Vrouwen","40-49 jaar",311
"Medew.gezinsleden","s-Gravenhage","Vrouwen","40-49 jaar",1111
"Vrije beroepen","s-Gravenhage","Vrouwen","40-49 jaar",138
"Employé's","s-Gravenhage","Vrouwen","40-49 jaar",3738
"Landbouwarbeiders","s-Gravenhage","Vrouwen","40-49 jaar",1
"Overige handarbeiders ","s-Gravenhage","Vrouwen","40-49 jaar",3044
"Totaal","s-Gravenhage","Vrouwen","40-49 jaar",8854
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","40-49 jaar",78
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","40-49 jaar",4
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","40-49 jaar",85
"Overige handarbeiders ","GRONINGEN","Vrouwen","40-49 jaar",1370
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","40-49 jaar",84
"Medew.gezinsleden","UTRECHT","Vrouwen","40-49 jaar",512
"Vrije beroepen","UTRECHT","Vrouwen","40-49 jaar",29
"Employé's","UTRECHT","Vrouwen","40-49 jaar",976
"Landbouwarbeiders","UTRECHT","Vrouwen","40-49 jaar",0
"Overige handarbeiders ","UTRECHT","Vrouwen","40-49 jaar",700
"Totaal","UTRECHT","Vrouwen","40-49 jaar",2468
"Totaal","GRONINGEN","Vrouwen","40-49 jaar",5321
"Bedrijfshoofden Nijverheid","FRIESLAND","Vrouwen","40-49 jaar",90
"Bedrijfshoofden Landbouw","FRIESLAND","Vrouwen","40-49 jaar",154
"Bedrijfshoofden Winkels","FRIESLAND","Vrouwen","40-49 jaar",186
"Bedrijfshoofden Overige","FRIESLAND","Vrouwen","40-49 jaar",84
"Medew.gezinsleden","FRIESLAND","Vrouwen","40-49 jaar",2805
"Vrije beroepen","FRIESLAND","Vrouwen","40-49 jaar",15
"Employé's","FRIESLAND","Vrouwen","40-49 jaar",822
"Landbouwarbeiders","FRIESLAND","Vrouwen","40-49 jaar",36
"Overige handarbeiders ","FRIESLAND","Vrouwen","40-49 jaar",1130
"Totaal","FRIESLAND","Vrouwen","40-49 jaar",5322
"Bedrijfshoofden Nijverheid","DRENTHE","Vrouwen","40-49 jaar",40
"Bedrijfshoofden Landbouw","DRENTHE","Vrouwen","40-49 jaar",126
"Bedrijfshoofden Winkels","DRENTHE","Vrouwen","40-49 jaar",74
"Bedrijfshoofden Overige","DRENTHE","Vrouwen","40-49 jaar",37
"Medew.gezinsleden","DRENTHE","Vrouwen","40-49 jaar",3154
"Vrije beroepen","DRENTHE","Vrouwen","40-49 jaar",7
"Employé's","DRENTHE","Vrouwen","40-49 jaar",329
"Landbouwarbeiders","DRENTHE","Vrouwen","40-49 jaar",81
"Overige handarbeiders ","DRENTHE","Vrouwen","40-49 jaar",404
"Totaal","DRENTHE","Vrouwen","40-49 jaar",4252
"Bedrijfshoofden Nijverheid","OVERIJSSEL","Vrouwen","40-49 jaar",164
"Bedrijfshoofden Landbouw","OVERIJSSEL","Vrouwen","40-49 jaar",306
"Bedrijfshoofden Winkels","OVERIJSSEL","Vrouwen","40-49 jaar",238
"Bedrijfshoofden Overige","OVERIJSSEL","Vrouwen","40-49 jaar",124
"Medew.gezinsleden","OVERIJSSEL","Vrouwen","40-49 jaar",5738
"Vrije beroepen","OVERIJSSEL","Vrouwen","40-49 jaar",26
"Employé's","OVERIJSSEL","Vrouwen","40-49 jaar",1257
"Landbouwarbeiders","OVERIJSSEL","Vrouwen","40-49 jaar",310
"Overige handarbeiders ","OVERIJSSEL","Vrouwen","40-49 jaar",1967
"Totaal","OVERIJSSEL","Vrouwen","40-49 jaar",10130
"Bedrijfshoofden Nijverheid","GELDERLAND","Vrouwen","40-49 jaar",255
"Bedrijfshoofden Landbouw","GELDERLAND","Vrouwen","40-49 jaar",433
"Bedrijfshoofden Winkels","GELDERLAND","Vrouwen","40-49 jaar",349
"Bedrijfshoofden Overige","GELDERLAND","Vrouwen","40-49 jaar",325
"Medew.gezinsleden","GELDERLAND","Vrouwen","40-49 jaar",8509
"Vrije beroepen","GELDERLAND","Vrouwen","40-49 jaar",38
"Employé's","GELDERLAND","Vrouwen","40-49 jaar",2352
"Landbouwarbeiders","GELDERLAND","Vrouwen","40-49 jaar",241
"Overige handarbeiders ","GELDERLAND","Vrouwen","40-49 jaar",2480
"Totaal","GELDERLAND","Vrouwen","40-49 jaar",14982
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","40-49 jaar",167
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","40-49 jaar",66
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","40-49 jaar",216
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","40-49 jaar",227
"Medew.gezinsleden","UTRECHT","Vrouwen","40-49 jaar",2369
"Vrije beroepen","UTRECHT","Vrouwen","40-49 jaar",66
"Employé's","UTRECHT","Vrouwen","40-49 jaar",1988
"Landbouwarbeiders","UTRECHT","Vrouwen","40-49 jaar",30
"Overige handarbeiders ","UTRECHT","Vrouwen","40-49 jaar",1845
"Totaal","UTRECHT","Vrouwen","40-49 jaar",6974
"Bedrijfshoofden Nijverheid","NOORDHOLLAND","Vrouwen","40-49 jaar",727
"Bedrijfshoofden Landbouw","NOORDHOLLAND","Vrouwen","40-49 jaar",117
"Bedrijfshoofden Winkels","NOORDHOLLAND","Vrouwen","40-49 jaar",650
"Bedrijfshoofden Nijverheid","GRONINGEN","Vrouwen","40-49 jaar",119
"Bedrijfshoofden Overige","NOORDHOLLAND","Vrouwen","40-49 jaar",814
"Medew.gezinsleden","NOORDHOLLAND","Vrouwen","40-49 jaar",5318
"Vrije beroepen","NOORDHOLLAND","Vrouwen","40-49 jaar",355
"Employé's","NOORDHOLLAND","Vrouwen","40-49 jaar",7996
"Landbouwarbeiders","NOORDHOLLAND","Vrouwen","40-49 jaar",20
"Overige handarbeiders ","NOORDHOLLAND","Vrouwen","40-49 jaar",7897
"Totaal","NOORDHOLLAND","Vrouwen","40-49 jaar",23894
"Bedrijfshoofden Nijverheid","ZUIDHOLLAND","Vrouwen","40-49 jaar",752
"Bedrijfshoofden Landbouw","ZUIDHOLLAND","Vrouwen","40-49 jaar",196
"Bedrijfshoofden Winkels","ZUIDHOLLAND","Vrouwen","40-49 jaar",852
"Bedrijfshoofden Landbouw","GRONINGEN","Vrouwen","40-49 jaar",84
"Bedrijfshoofden Overige","ZUIDHOLLAND","Vrouwen","40-49 jaar",765
"Medew.gezinsleden","ZUIDHOLLAND","Vrouwen","40-49 jaar",6153
"Vrije beroepen","ZUIDHOLLAND","Vrouwen","40-49 jaar",239
"Employé's","ZUIDHOLLAND","Vrouwen","40-49 jaar",9301
"Landbouwarbeiders","ZUIDHOLLAND","Vrouwen","40-49 jaar",49
"Overige handarbeiders ","ZUIDHOLLAND","Vrouwen","40-49 jaar",8352
"Totaal","ZUIDHOLLAND","Vrouwen","40-49 jaar",26659
"Bedrijfshoofden Nijverheid","ZEELAND","Vrouwen","40-49 jaar",44
"Bedrijfshoofden Landbouw","ZEELAND","Vrouwen","40-49 jaar",93
"Bedrijfshoofden Winkels","ZEELAND","Vrouwen","40-49 jaar",143
"Bedrijfshoofden Winkels","GRONINGEN","Vrouwen","40-49 jaar",144
"Bedrijfshoofden Overige","ZEELAND","Vrouwen","40-49 jaar",78
"Medew.gezinsleden","ZEELAND","Vrouwen","40-49 jaar",1863
"Vrije beroepen","ZEELAND","Vrouwen","40-49 jaar",8
"Employé's","ZEELAND","Vrouwen","40-49 jaar",456
